"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0308823",32.8555081707321,12.3246224649872,28.2040255291764,65.5937850718834,73.1038443857927,75.5950493843756,0.00933902430474344,1.5581497507305,0.00078227479928401,2.94475937242467,2.02969849434809
"FBtr0308828",19.6119048735371,21.2845358941931,13.209564719405,0.395286597755124,2.17192268413798,2.16554680319637,0.00265870463827288,-3.73290693239095,0.000180946962458996,0.0752112908150636,2.57532990678017
"FBtr0309256",120.968351668852,73.3905480947035,183.559351807802,42.4063225111229,21.4662004664593,37.9289155234444,0.00266207586994408,-1.90092935090981,0.000181352816057158,0.267770818272058,2.57477957116468
"FBtr0309828",904.336652711942,1098.48283639429,891.958899884102,414.664582216498,422.840521457003,419.527824044054,4.80544252335955e-18,-1.20990669411059,3.1845212215769e-20,0.432296573407167,17.3182666128645
"FBtr0310016",143.078674520842,188.468164695829,125.67957945242,83.9003995338743,84.8670382639165,61.3044378473021,0.00752180058781271,-1.0028144299134,0.000606628980475021,0.499025543720913,2.12367818444201
"FBtr0310034",109.056963426442,121.834141726035,127.413364614655,61.4810557830207,38.4423646987067,33.1993649562157,0.000381277523616088,-1.43851784146605,2.04661891404262e-05,0.368946147990398,3.41875879571562
"FBtr0310055",181.010646499269,139.267924680225,103.283606148972,15.9996514710981,40.6568797514968,50.1025895791963,0.00218777016751641,-2.00809206538203,0.000143821604120363,0.248601677180877,2.65999830401235
"FBtr0310064",81.7634975184747,85.5942457058362,87.4384466353642,201.605764709153,181.502167191761,195.767415221977,5.97392299979783e-09,1.18537893021928,1.17578206159043e-10,2.27423120489474,8.22374037948522
"FBtr0310435",17.8234462593624,7.19897108338178,7.30843159337158,41.7492075135434,55.6413383177284,46.9291038513423,0.00121361727131253,2.20021720942707,7.45542220349048e-05,4.59548525544379,2.91591825161622
"FBtr0310438",181.390430268438,140.073605630474,154.600289891009,28.7836145328336,30.8578206504263,59.583300958923,7.22966788067278e-06,-2.02449970473106,2.45779961748518e-07,0.245790369614739,5.14088165303799
"FBtr0310643",18.7504526786259,21.4967940590054,21.7614397614868,109.537877522247,78.2367399997991,108.23211613911,2.21724418338242e-09,2.29085681499146,4.17294465262165e-11,4.89346647227089,8.65418647573717
"FBtr0310647",1180.0914332699,1511.81260809469,1157.94134206464,435.091372968916,325.755880240304,252.787887374028,1.1137166473888e-13,-1.93387511764826,1.18825964366863e-15,0.26172522493279,12.9532252886313
"FBtr0310653",100.641587614728,142.617588873176,117.90161284191,35.9570343376085,11.5513162147554,20.1672632180028,1.99229851783204e-05,-2.45493776348551,7.48597256203291e-07,0.182385410796325,4.7006455881342
"FBtr0310660",111.320420806243,114.363990104541,149.890449126433,18.8833785033037,6.93990904654335,6.04681752562215,6.72254925238343e-10,-3.64801271433155,1.17165702675735e-11,0.0797698450448001,9.17246600725862
"FBtr0310661",1229.60440077813,991.537266452027,1145.47817034036,320.89976335724,428.525229113799,653.611588327274,0.000137809086909806,-1.26622657335282,6.4304545940433e-06,0.415745751738332,3.86072214480376
"FBtr0310669",12.991881262584,3.56771478262031,15.9829962697192,48.1803530182847,43.0176938397519,66.5847437026041,0.00431501305573567,2.38022214372643,0.000314261056875646,5.206168997093,2.36501788592203
"FBtr0310673",11.4700585539392,6.24246860608073,6.35032014252888,83.6512738765834,85.8660821386532,99.8729948515795,2.81971085876362e-14,3.53641972734864,2.80289349777696e-16,11.6029498510475,13.5497954231989
"FBtr0321321",72.3600789851825,60.0777088281891,87.5950967958359,31.5818180240306,29.0892326799687,38.8320324345365,0.00739398519139642,-1.16698570139703,0.000594360771183821,0.445350864170065,2.13112142356292
"FBtr0329839",62.1440791140683,55.6455226278125,81.3670767514917,34.206026418,17.8823451769464,16.9875623334191,0.00994030093387638,-1.54240246892718,0.000839227527485653,0.343313270824534,2.00260046751983
"FBtr0329879",62.5275587629591,77.9338162743682,64.3366090873557,145.032311122302,169.677948327654,126.446212848292,0.000245241248813042,1.10661145638221,1.2286440298387e-05,2.15339272704845,3.61040648103268
"FBtr0329955",437.3469038182,550.581458435921,604.796795099462,224.292681954678,83.6520094644912,172.002690182828,0.000127324678180982,-1.74183956837112,5.85168956218989e-06,0.298988195649411,3.8950874128498
"FBtr0329957",437.3469038182,550.581458435921,604.796795099462,224.292681954678,83.6520094644912,172.002690182828,0.000127324678180982,-1.74183956837112,5.85168956218989e-06,0.298988195649411,3.8950874128498
"FBtr0330054",2450.22536832893,3128.02439048049,3367.42241003834,1732.3176356026,1662.88329232362,1063.50194614008,0.000122661138729625,-1.01067816361372,5.59608755028861e-06,0.49631289246639,3.91129300783949
"FBtr0330118",212.482351886522,219.721610566055,221.075669239023,72.2191780996511,65.4506524241747,67.1217226064703,1.34397371087139e-17,-1.68060622807474,9.44076960585605e-20,0.311951526001943,16.8716092263232
"FBtr0330145",234.950280180061,75.4898777987561,56.6558929330537,342.279291450594,569.675024784503,641.794913516468,0.00495150294326509,2.08587901986895,0.000371772885004595,4.24533681950651,2.30526295846124
"FBtr0330159",574.6793444541,653.82668144411,502.136643399267,195.564666314222,241.471358212985,206.953738321069,6.53169335807263e-14,-1.43371197726148,6.91399913257989e-16,0.370177220099212,13.1849742121814
"FBtr0330263",276.496131354871,331.814681640224,99.9378715641326,14.872103147159,61.9590637868424,57.3152341773506,0.00705015505229566,-2.41555814947012,0.000561582927293531,0.187432345856215,2.15180133157372
"FBtr0330306",4.08513649355407,5.00432368441808,5.07993731841679,29.9276558101676,28.7852577444929,23.268982055766,0.000518916725459154,2.50798515329698,2.88516323830504e-05,5.68825110453828,3.28490233112131
"FBtr0330617",139.296810514126,129.295345252448,127.979008804948,656.39645661338,666.701515300214,551.24517807617,4.70498504927824e-44,2.23906056432278,6.859487812069e-47,4.72089555233109,43.3274417522636
"FBtr0330631",58.9914369144621,66.1600899325071,77.7111059646566,153.695045518019,188.343662330883,120.913638106678,0.000682123262531464,1.19412089113086,3.91915751235772e-05,2.28805366662471,3.16613713941948
"FBtr0330722",400.976933711823,385.034282155887,400.785985593721,176.875330640101,233.824748476131,126.784131009753,0.000195436505891514,-1.14683865546389,9.58403010998811e-06,0.451613758706975,3.70899431049225
"FBtr0330725",584.181076418926,692.465683250044,613.699324615203,387.67446018411,306.748393810692,245.96051830768,2.52646924526266e-05,-1.01437417392932,9.66052189871806e-07,0.495043026141991,4.59748598406498
"FBtr0330730",1377.81242679079,1982.36184859256,1475.7139447295,643.763883454003,514.941732421186,351.004529975027,1.17768920461413e-08,-1.68651551781835,2.39596146995718e-10,0.310676383483498,7.92896930592403
"FBtr0331308",1.54537386047315,5.03689745306653,5.11386334343852,34.0921923678197,23.5724348627251,31.8613033442125,0.000798450064869583,2.99263761254279,4.65101131226219e-05,7.95927824949784,3.09775223948757
"FBtr0331931",34.2064262053955,39.0221816916556,42.0071883486178,13.0837029905852,6.13290105462164,5.25111257405385,0.00137147939654005,-2.25529455680625,8.55243281739027e-05,0.209454014819361,2.86281071232936
"FBtr0331952",68.2690935989703,64.0479955410385,78.1331186122785,6.79310072458921,6.22431877051776,5.31711352140972,1.31586827097381e-13,-3.62660155645821,1.41266176207924e-15,0.0809625445779472,12.8807875849262
"FBtr0332038",68.2890895040231,55.1934614726413,77.0115170969818,131.135459449452,149.35057980097,146.493158589902,0.000139516135648927,1.08813408791387,6.56437748911453e-06,2.12598893460043,3.85537556143666
"FBtr0332042",746.526448245341,871.402696714665,686.613024945228,353.87478610237,325.223603210408,369.905590283899,4.65140941133387e-13,-1.14280917322887,5.29030482445125e-15,0.452876890043909,12.3324154327401
"FBtr0332057",13546.0892477802,16193.4333059645,12474.5927396715,6264.85115592574,6238.3208921645,4078.27278818953,1.52454002406452e-10,-1.35423549436296,2.46512767310631e-12,0.39114203866053,9.81686116952609
"FBtr0332116",58.3126883901581,49.0427538223695,55.9634868039718,3.98834549787072,13.4647873394227,5.20427417567093,7.81143240009793e-05,-2.95295932727209,3.38547169626511e-06,0.129142939231047,4.10726932125477
"FBtr0332122",413.84988655139,439.712896816924,378.785248689084,169.816788858082,196.621607848359,251.216032452519,2.19160430050365e-05,-1.00362941994353,8.27931293732898e-07,0.498743719788115,4.65923785603657
"FBtr0332125",59.7331539363545,68.3713420331421,44.8354122562711,112.585921821815,106.535592622154,179.498934605637,0.00918106695984813,1.20935701440973,0.000765393123624185,2.31234556351275,2.03710684517694
"FBtr0332202",231.665308684487,299.007734325512,401.516195902173,1455.15873611784,1258.11881985861,1266.29112472321,4.63657714305867e-18,2.08967857619095,3.01116341961398e-20,4.25653229427869,17.3338025100585
"FBtr0332203",1700.02610436255,1927.47244294791,1449.38382800223,622.926875825961,713.405779661638,587.84983720026,1.08913849913724e-17,-1.40542640111227,7.57849850294302e-20,0.377506554543188,16.9629168901373
"FBtr0332260",1103.75081236053,1246.98553268676,1299.66057967607,418.423017118881,337.75460873478,269.050976885671,2.92531970586472e-19,-1.8394509559368,1.7253376661495e-21,0.279428105777117,18.5338266632894
"FBtr0332403",1505.36504837451,921.656032337682,1418.24993455539,2225.05172406325,3164.59888531969,2972.83670293433,3.22955087181641e-05,1.11790833955645,1.26271372721781e-06,2.17032084983194,4.49085787006954
"FBtr0332405",1435.39752725395,1714.97058924245,1126.87538235377,183.48797185442,400.749685141166,94.6801329891193,5.13776646259562e-06,-2.66410800200965,1.69556507513096e-07,0.157769692729435,5.28922564049613
"FBtr0332478",43.4565582248015,5.0259941091448,23.4675289625863,166.81628560787,247.093724988161,186.084632073194,0.000315918278366111,3.0708472585459,1.6365098614241e-05,8.40266669527327,3.50042524600402
"FBtr0332500",819.190778888808,895.097562796576,789.101127916799,414.696925133016,357.473444152578,418.102944409642,1.04258789779132e-16,-1.07914972912948,8.22186612572343e-19,0.473307691150482,15.9818873206069
"FBtr0332503",819.190778888808,895.097562796576,789.101127916799,414.696925133016,357.473444152578,418.102944409642,1.04258789779132e-16,-1.07914972912948,8.22186612572343e-19,0.473307691150482,15.9818873206069
"FBtr0332604",45.0451442986246,25.6618869330817,9.2698601037291,211.510777557727,259.07674588962,258.686226933347,2.98492487720017e-07,3.21790345429271,7.87276408963332e-09,9.30433766169171,6.52506659446023
