"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0070241",1.90026268798884,1.45422393160288,1.48843895239559,18.8571552005173,19.3094065813419,20.1757841897583,7.97739930900051e-05,4.24158400843446,3.47854787629048e-06,18.9166407293069,4.09813866877926
"FBtr0070392",72.8631236299363,59.0273866444986,70.2715045852536,143.176352763,160.980703517029,158.984359231571,1.31941622928125e-06,1.20154918924386,3.90840990383511e-08,2.29986501671588,5.87961817824864
"FBtr0070724",48.3498287716683,45.4960869896256,171.767960869639,554.772190434421,476.432632363618,509.630137152159,0.000122661138729625,2.54141365725378,5.59610302003949e-06,5.82159169323041,3.91129300783949
"FBtr0071004",24.7847462696149,18.5759399652208,23.2322191767599,72.3954106175052,72.3043159179181,90.6431476774946,2.63677593532188e-06,1.84152717019558,8.24756952599023e-08,3.58389201869187,5.57892677357696
"FBtr0071246",50.931951044204,65.7710094269846,76.8307521167166,211.639510356614,185.508985585721,162.8547911693,2.89898772205497e-07,1.53470427898853,7.56925886341721e-09,2.89729036691744,6.5377536239879
"FBtr0071599",112.914022399904,256.551225278456,119.686811921719,548.98237445203,550.543907108508,379.86130791594,0.000800797055861327,1.59295223366539,4.67316240229053e-05,3.01666027281257,3.09647753221397
"FBtr0071613",20.9186472960975,33.9351768858985,34.3219570679329,125.619369877917,65.2456858475144,103.829468487469,0.00118715236986222,1.73271914948656,7.2505220498844e-05,3.32353638810175,2.92549353618985
"FBtr0071849",202.086734051856,163.560487257612,236.37477419465,443.200482141076,532.126227606604,439.677156883758,4.25248918315805e-08,1.23009588560375,9.58148656245022e-10,2.34582580351818,7.37135678240693
"FBtr0072102",93.33619853659,93.7971117932653,66.7316569779964,187.884230050958,217.953303016268,223.714244724406,1.02990339618291e-06,1.30817631826705,3.00303177150749e-08,2.47628320091953,5.98720350973393
"FBtr0072506",687.421147320665,787.880889291977,801.668283504175,2005.51478785283,2015.21189238283,1919.70856346306,1.0750933027107e-47,1.37916998947742,1.42490828722425e-50,2.60118676696529,46.9685538435679
"FBtr0072635",103.425877633918,72.6727123608081,51.5797778403025,302.193666848497,402.862207957083,333.582307585846,3.93941687320356e-10,2.18780439616813,6.73538471362834e-12,4.55611573861173,9.40456805926387
"FBtr0072642",0.00213057085848511,4.8031926209246,4.87872380495156,37.1153784267417,28.1927734711056,30.0210677592241,0.000362928002002559,3.56238638027302,1.93369193909912e-05,11.8136787423243,3.44017952216585
"FBtr0072712",15.5644670320682,16.3832698410643,14.7893438516694,45.7966259538354,40.4785293753689,54.6417592033558,0.00118715236986222,1.62071562711785,7.25350884700443e-05,3.07527542830002,2.92549353618985
"FBtr0072957",2295.91582822339,1324.29747516256,1338.2480478719,4141.29643868253,4296.96027191064,3925.62596636218,3.81220533373529e-07,1.31444535554098,1.02685824124887e-08,2.48706696927601,6.41882371535099
"FBtr0072993",65.2189825334146,72.9468985356671,55.7149978841049,180.911539206356,160.10598394489,198.320159161668,1.21673868218179e-08,1.47277904496158,2.48346927840949e-10,2.7755603163082,7.91480268477121
"FBtr0072994",80.7766925846487,71.1825557310574,111.105110681179,165.916301609127,169.569533829265,201.083939733965,0.0016316002927862,1.02850927926053,0.000103367122591359,2.03991534021256,2.78738622542198
"FBtr0073120",1174.63344895917,977.0768147562,1279.06800144975,2102.59058095266,2573.88031447598,2781.44497596212,2.19810689425267e-10,1.11658496010282,3.59796158303783e-12,2.16833093440895,9.65795119159621
"FBtr0073422",103.547233486444,63.3277517906904,71.1438565559452,334.962866922313,386.262391929082,323.166991354263,6.31102051762095e-15,2.13925947807756,5.81333235221545e-17,4.40535865352237,14.1999004078976
"FBtr0073426",635.161670541017,430.925587049568,428.447424869376,2151.58757138266,2449.99833927934,2580.94279474236,2.51173361106236e-28,2.26116301226654,7.82315968985627e-31,4.79377771085798,27.6000264228092
"FBtr0073492",1.29377928896722,1.82621139057344,3.70625061767774,16.7099129026609,12.8416042045345,16.4901313472651,0.00924580633354658,3.12993824938808,0.000772628349012739,8.75397491213445,2.03405520771309
"FBtr0073839",75.1773129163273,76.0280536244432,109.397870088109,220.527598474274,197.318123530005,196.092948642158,6.87226274963874e-06,1.23345943148258,2.32718771707448e-07,2.35130131808225,5.16290024432571
"FBtr0073974",15.245679306744,11.8424340387543,17.3718362776809,52.4463717312131,62.6317584703652,44.7614035900243,0.000252557280033017,1.87094002481591,1.27031792939072e-05,3.65770829794382,3.59764010831339
"FBtr0074528",1.53868602865036,3.57683888147831,3.6419462893854,35.7776627426011,16.0263357099353,51.4843890994483,0.000315245380849598,3.85774849866276,1.62949898649892e-05,14.4976634513759,3.50135126823221
"FBtr0075199",293.814674274679,469.279186862304,392.264550736289,949.159423750675,715.275013347189,716.074978145205,0.000148504274657312,1.03744181164955,7.04632608711965e-06,2.0525847790225,3.828261045112
"FBtr0075541",52.8287546073686,67.7948347604059,80.7744394865425,221.701736015631,180.246224677167,182.771027897712,1.31584972303128e-07,1.53884267441904,3.27000428188687e-09,2.90561322537421,6.88079370660725
"FBtr0075554",192.401860708264,80.2869684482188,165.726987262875,297.821916930431,361.722691478997,398.820786834955,0.00637620843506638,1.27245385488755,0.000501280139969441,2.41572102086256,2.19543749451038
"FBtr0075558",389.579877094034,658.973763969459,624.236820488041,1473.90006685671,1122.60470929845,1007.42292702013,0.000346969624216633,1.1012901300078,1.82797118126059e-05,2.1454646491966,3.45970854426543
"FBtr0075699",361.617242532538,259.372062919681,316.698993167953,1411.29983378059,1448.86077904046,1507.80711864213,4.75815955473677e-48,2.2178818718799,5.99105576805823e-51,4.65209923590422,47.322560998915
"FBtr0075928",8.80114055984789,32.5265370414683,33.8401974164783,298.431864659117,226.393836404588,304.524910127806,2.74629822230361e-09,3.49607678001989,5.24144392328324e-11,11.2829841466692,8.56125230421927
"FBtr0076364",101.807222089853,107.472041173409,118.526773552084,272.456713462995,262.426139765697,314.650663255898,3.81558079034403e-12,1.37262110515193,4.8548145244934e-14,2.58940585301057,11.4184393463477
"FBtr0076453",274.393203663144,282.14701183708,239.513865134291,547.604385368811,512.476007522745,606.622799923355,6.7585995336051e-12,1.0620039992913,9.00250832508035e-14,2.08782964250273,11.170143285987
"FBtr0076454",831.465201708078,700.387482492579,873.059659842263,1886.07540223842,1913.45137631666,2057.5568863856,9.14442403908033e-27,1.28017311951597,3.27235850305062e-29,2.42868118650069,26.0388436433343
"FBtr0076496",262.78500228194,224.263317054068,260.20249028214,500.028735222999,493.484987577025,610.066681685422,5.03634335856015e-10,1.09898985260609,8.74434698437878e-12,2.14204657995081,9.29788466902392
"FBtr0076500",49.0560538257215,132.670365494102,67.1680338507443,283.791931823667,303.987353695743,175.365646427594,0.0064548441539213,1.61356924678235,0.000509030122144887,3.06007973876717,2.19011423889858
"FBtr0076545",444.410277563526,361.910175756319,311.316798809419,670.168223165011,910.78348757204,791.980239183721,3.191832572227e-06,1.08281811328065,1.00683386638837e-07,2.11816960585338,5.49595989766748
"FBtr0076668",19.5696098281846,12.7549241449487,12.9349687514818,117.105998688606,94.0798526699659,154.807419405553,1.74336112424419e-11,3.07922403649433,2.51857339354032e-13,8.45159735170198,10.7586126427111
"FBtr0076772",461.70092518894,435.405300647039,461.642750410843,1212.08781402253,1205.88777641798,1240.65413713308,1.45735367630248e-66,1.42458913254354,1.06235191778179e-69,2.68438040764777,65.8364350391518
"FBtr0076797",10.978941573396,30.8691744242987,34.0441293903055,121.812842152946,78.5774131516956,119.457396157276,0.00164085817597374,2.09569602148613,0.00010427985359568,4.27432326213935,2.78492895462867
"FBtr0076935",36.7848388297687,38.1158592554595,33.1650548403942,85.5891774087636,82.7913211409127,94.2285739855609,7.84614019349048e-05,1.29371629995052,3.41611272837856e-06,2.45158757808246,4.10534393623766
"FBtr0077236",182.759746554501,238.836315402403,89.0534262976449,458.880120345122,402.542094240999,524.729260236729,0.00251292231545,1.43721667738385,0.000168693857226696,2.70797923711871,2.59982093699154
"FBtr0077247",400.488123763408,394.276517405887,411.157497633436,903.977105413456,852.012178858981,905.607457265153,2.72535558090015e-34,1.13817573843444,6.86305580345962e-37,2.20102531502024,33.5645768266907
"FBtr0077644",827.47074706697,796.576858767241,832.63801038924,2010.93346374565,2204.22705313661,2178.67424925393,2.19710186721227e-65,1.37570687348361,1.74719830394614e-68,2.59495023879409,64.6581498068289
"FBtr0078069",43.8876014466829,46.3402958801255,78.5111146538718,148.273205791858,136.246101810911,132.344022144355,0.00119312539641555,1.30577717833203,7.29791080776375e-05,2.47216867032629,2.92331390996803
"FBtr0078136",77.0534256181334,66.5475475793367,65.5153163948523,141.366085886745,152.526784122577,161.902614211792,4.86812378443472e-06,1.12685448626952,1.59846457586586e-07,2.18382081490419,5.31263838725926
"FBtr0078346",422.237222879974,600.066076025508,414.923194028205,1190.17625599646,904.139494778799,885.726650795337,3.66404239572587e-05,1.04633785996119,1.44959132554562e-06,2.06528067556109,4.43603950986137
